fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"717","8016457","466",MLI4099,"4099","44037","2020","1",Violence against civilians,Attack,Civilians (Mali),"Dogon Ethnic Group (Mali); Farmers (Mali)","7","47",Western Africa,Mali,Mopti,Koro,Youdiou,Tanouwa,14.319,-3.2362,"1",Studio Tamani,Subnational,"On 25 July 2020, suspected Fulani militiamen reportedly killed 5 Dogon farmers in the village of Tanouwa (Koro, Mopti).","5","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"718","8016465","466",MLI4096,"4096","44037","2020","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Labour Group (Mali),"7","27",Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,"2","Undisclosed Source; Reelle Afrique; Studio Tamani;Local partner-Other",Local partner-Other,"On 25 July 2020, presumed Katiba Macina (JNIM) militants held checkpoints and conducted identity checks between Boni and Hombori (Douentza, Mopti), abducting an agricultural engineer. The engineer was released the following day.","0","1622068046",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"719","8016466","466",MLI4112,"4112","44037","2020","2",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,"2",Undisclosed Source,Local partner-Other,"Around 25 July 2020 (between 24 - 26 July 2020), JNIM and ISGS militants reportedly clashed in the area of Alotat [In Arhoulout] coded at Talataye (Talataye, Ansongo). Eight ISGS militants were killed. Unconfirmed clashes were also reported around the sa","8","1622068046",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"720","8016469","466",MLI4088,"4088","44037","2020","1",Battles,Armed clash,Police Forces of Mali (2013-2020) Gendarmerie,,"1","12",Western Africa,Mali,Koulikoro,Dioila,Massigui,Massigui,11.8597,-6.7689,"1","Mali Jet; PANAPRESS; Mande Infos; Djeliba24; Telegram;New media-National",New media-National,"On 25 July 2020, suspected JNIM militants attacked the gendarmerie in Massigui (Dioila, Koulikoro), killed one gendarme, wounded another, and vandalized the facility. Pro-JNIM accounts attributed the attack to the group.","1","1622068046",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"721","8084030","466",MLI4097,"4097","44037","2020","1",Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,"2","Undisclosed Source; Al Nabaa;Local partner-Other",Local partner-Other,"On 25 July 2020, ISGS militants stormed the Tabatolte camp in the area of Ntillit (Gao, Gao), and abducted and executed a resident. Islamic State claimed responsibility and said that the victim was a JNIM member.","1","1623798011",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"722","8084030","466",MLI4097,"4097","44037","2020","1",Violence against civilians,Attack,Civilians (Mali),,"7","27",Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,"2","Undisclosed Source; Al Nabaa;Local partner-Other",Local partner-Other,"On 25 July 2020, ISGS militants stormed the Tabatolte camp in the area of Ntillit (Gao, Gao), and abducted and executed a resident. Islamic State claimed responsibility and said that the victim was a JNIM member.","1","1623798011",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"723","8016479","466",MLI4094,"4094","44036","2020","1",Battles,Armed clash,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Mopti,Douentza,Mondoro,Boulikessi,14.7953,-1.3181,"1",Undisclosed Source,Local partner-Other,"On 24 July 2020, presumed JNIM or ISGS militants attacked a national guard patrol in Boulikessi (Douentza, Mopti), the patrol responded to the attack and killed 5 militants.","5","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"724","8016482","466",MLI4095,"4095","44036","2020","1",Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,"3","13",Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,"1",Undisclosed Source,Local partner-Other,"On 24 July 2020, unknown gunmen broke into a guard post at the Menaka prefecture in Menaka (Menaka, Menaka), and stole three submachine guns.","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"725","8016482","466",MLI4095,"4095","44036","2020","1",Strategic developments,Looting/property destruction,Police Forces of Mali (2013-2020),,"1","13",Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,"1",Undisclosed Source,Local partner-Other,"On 24 July 2020, unknown gunmen broke into a guard post at the Menaka prefecture in Menaka (Menaka, Menaka), and stole three submachine guns.","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"726","8084057","466",MLI4087,"4087","44036","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"2","Undisclosed Source; Twitter;Local partner-Other",Local partner-Other,"On 24 July 2020, French Operation Barkhane forces conducted a combined air-ground operation involving airstrikes near Kakou, Tessit Commune (Ansongo, Gao). At least two ISGS militants were killed and weapons and equipment seized.","2","1623798011",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"727","8084057","466",MLI4087,"4087","44036","2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"2","Undisclosed Source; Twitter;Local partner-Other",Local partner-Other,"On 24 July 2020, French Operation Barkhane forces conducted a combined air-ground operation involving airstrikes near Kakou, Tessit Commune (Ansongo, Gao). At least two ISGS militants were killed and weapons and equipment seized.","2","1623798011",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"728","8016485","466",MLI4082,"4082","44035","2020","1",Battles,Armed clash,Tourmouz Clan Militia (Mali),,"4","44",Western Africa,Mali,Tombouctou,Goundam,Tilemsi,Bou Guendouz,16.2873,-5.1187,"2","Whatsapp; El Hadeth; Sawt Timbuktu;New media-Regional",New media-Regional,"On 23 July 2020, Tourmouz militiamen attacked an Oulad Aich camp in the area of Bou Guendouz (Goundam, Tombouctou), nine people were reportedly killed in the clashes, including five militiamen [two Tourmouz, and three Oulad Aich members of MAA (Platform)","9","1622068047",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"729","8016490","466",MLI4086,"4086","44035","2020","1",Battles,Armed clash,Police Forces of Mali (2013-2020) Gendarmerie,,"1","12",Western Africa,Mali,Mopti,Bandiagara,Bara Sara,Parou,14.1891,-3.7488,"2","Mali Jet; Undisclosed Source; Koro Kibaru;Local partner-Other",Local partner-Other,"On 23 July 2020, presumed JNIM militants attacked a gendarmerie position near Parou (Bandiagara, Mopti) and killed three gendarmes.","3","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"730","8016494","466",MLI4092,"4092","44035","2020","1",Strategic developments,Looting/property destruction,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,"2",Undisclosed Source,Local partner-Other,"On 23 July 2020, presumed Katiba Macina (JNIM) militants removed passengers from three transport buses and stripped them of belongings between Kona (Mopti, Mopti) and Bore (Douentza, Mopti).","0","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"731","8016496","466",MLI4091,"4091","44035","2020","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, armed individuals shot dead a man in Ber (Ber, Tombouctou), accused of several carjackings and involvement in radical movements during the occupation of Timbuktu.","1","1622068047",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"732","8016496","466",MLI4091,"4091","44035","2020","1",Violence against civilians,Attack,Civilians (Mali),,"7","37",Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, armed individuals shot dead a man in Ber (Ber, Tombouctou), accused of several carjackings and involvement in radical movements during the occupation of Timbuktu.","1","1622068047",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"733","8016498","466",MLI4131,"4131","44035","2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 23 July 2020, two suspected ISGS militants attacked French commandos of Operation Barkhane at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao. The French forces routed the assailants. No casualties reported.","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"734","8016498","466",MLI4131,"4131","44035","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 23 July 2020, two suspected ISGS militants attacked French commandos of Operation Barkhane at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao. The French forces routed the assailants. No casualties reported.","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"735","8016500","466",MLI4093,"4093","44035","2020","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Koporo Pen,Sono,14.29,-3.267,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, suspected Fulani militiamen simultaneously attacked the Dogon villages of Sono (Bandiagara, Mopti) and Goudiedourou (Koro, Mopti). Village self-defense responded to the attacks. Three Dogon men were killed. Fatalities split across two ev","1","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"736","8016500","466",MLI4093,"4093","44035","2020","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),Farmers (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Koporo Pen,Sono,14.29,-3.267,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, suspected Fulani militiamen simultaneously attacked the Dogon villages of Sono (Bandiagara, Mopti) and Goudiedourou (Koro, Mopti). Village self-defense responded to the attacks. Three Dogon men were killed. Fatalities split across two ev","1","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"737","8084094","466",MLI4084,"4084","44035","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,"2",aBamako,,,,,,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"738","8084095","466",MLI4085,"4085","44035","2020","1",Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Barapireli,Goudiedourou,14.3241,-3.0603,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, suspected Fulani militiamen simultaneously attacked the Dogon villages of Goudiedourou (Koro, Mopti) and Sono (Bandiagara, Mopti). Village self-defense responded to the attacks. Three Dogon men were killed. Fatalities split across two ev","2","1623798011",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"739","8084095","466",MLI4085,"4085","44035","2020","1",Battles,Armed clash,Dogon Ethnic Militia (Mali),Farmers (Mali),"4","44",Western Africa,Mali,Mopti,Koro,Barapireli,Goudiedourou,14.3241,-3.0603,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, suspected Fulani militiamen simultaneously attacked the Dogon villages of Goudiedourou (Koro, Mopti) and Sono (Bandiagara, Mopti). Village self-defense responded to the attacks. Three Dogon men were killed. Fatalities split across two ev","2","1623798011",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"740","8084097","466",MLI4083,"4083","44035","2020","1",Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of France (2017-),"Military Forces of Mali (2013-2020); Police Forces of Mali (2013-2020) Gendarmerie; Civilians (Mali)","8","28",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,"1",Undisclosed Source,Local partner-Other,"On 23 July 2020, JNIM militants fired a mortar barrage against the military camps of French Operation Barkhane, the Malian gendarmerie, and national guard in the town of Gossi (Gourma-Rharous, Tombouctou). One civilian was killed and three others wounded","1","1623798011",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"741","8016520","466",MLI4130,"4130","44034","2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 22 July 2020, suspected ISGS militants attacked French paratroopers of Operation Barkhane at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao). The French forces routed the assailants who abandoned arms and motorbikes","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"742","8016520","466",MLI4130,"4130","44034","2020","1",Battles,Armed clash,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Gao,Ansongo,Tessit,Tessit,15.2238,0.2925,"3",Armee Francaise,International,"On 22 July 2020, suspected ISGS militants attacked French paratroopers of Operation Barkhane at an unspecified location in the Malian Gourma region, coded as Tessit (Ansongo, Gao). The French forces routed the assailants who abandoned arms and motorbikes","0","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"743","8016530","466",MLI4089,"4089","44034","2020","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"1",Kisal,New media,"On 22 July 2020, presumed Malian soldiers presumably killed and dumped the body of a young Fulani man in the town hall yard in Douentza (Douentza, Mopti).","1","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"744","8016530","466",MLI4089,"4089","44034","2020","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","17",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"1",Kisal,New media,"On 22 July 2020, presumed Malian soldiers presumably killed and dumped the body of a young Fulani man in the town hall yard in Douentza (Douentza, Mopti).","1","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"745","8016533","466",MLI4090,"4090","44034","2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Menaka,Menaka,Menaka,Zgaret,15.8303,2.4401,"1",Undisclosed Source,Local partner-Other,"On 22 July 2020, JNIM and ISGS militants reportedly clashed in Assikarai [Zgaret] (Menaka, Menaka). One ISGS militant was killed and another wounded.","1","1622068047",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"746","8016539","466",MLI4079,"4079","44034","2020","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,"1","Undisclosed Source; Jeunesse Tabital Pulaaku; Kisal;Local partner-Other",Local partner-Other,"On 22 July 2020, Malian soldiers extrajudicially executed 4 people, including a marabout of the Songhai community, his son, and a quranic student, and abducted 11 other quranic students in the town of Douentza (Douentza, Mopti).","4","1622068047",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
